id,name,release_year,name_year,tmdbid,imdbid
3458,Blood and Sand ,1989,Blood and Sand 1989,75892,98251
3459,Gothic ,1986,Gothic 1986,33516,91142
3460,Hillbillys in a Haunted House ,1967,Hillbillys in a Haunted House 1967,99008,61765
3461,Lord of the Flies ,1963,Lord of the Flies 1963,9960,57261
3462,Modern Times ,1936,Modern Times 1936,3082,27977
3463,Last Resort ,1994,Last Resort 1994,49338,110629
3465,That's Life! ,1986,That's Life! 1986,52961,92079
3466,Heart and Souls ,1993,Heart and Souls 1993,12187,107091
3467,Hud ,1963,Hud 1963,24748,57163
3468,"Hustler, The ",1961,"Hustler, The 1961",990,54997
3469,Inherit the Wind ,1960,Inherit the Wind 1960,1908,53946
3471,Close Encounters of the Third Kind ,1977,Close Encounters of the Third Kind 1977,840,75860
3472,Horror Hotel ,1960,Horror Hotel 1960,39890,53719
3473,Jonah Who Will Be 25 in the Year 2000 ,1976,Jonah Who Will Be 25 in the Year 2000 1976,42237,74718
3474,Retroactive ,1997,Retroactive 1997,26689,117468
3475,"Place in the Sun, A ",1951,"Place in the Sun, A 1951",25673,43924
3476,Jacob's Ladder ,1990,Jacob's Ladder 1990,2291,99871
3477,Empire Records ,1995,Empire Records 1995,13531,112950
3478,"Bamba, La ",1987,"Bamba, La 1987",16620,93378
3479,Ladyhawke ,1985,Ladyhawke 1985,526,89457
3480,Lucas ,1986,Lucas 1986,13346,91445
3481,High Fidelity ,2000,High Fidelity 2000,243,146882
3482,Price of Glory ,2000,Price of Glory 2000,53263,188160
3483,"Road to El Dorado, The ",2000,"Road to El Dorado, The 2000",10501,138749
3484,"Skulls, The ",2000,"Skulls, The 2000",11478,192614
3485,Autopsy ,1975,Autopsy 1975,96167,73327
3486,Devil Girl From Mars ,1954,Devil Girl From Mars 1954,24212,46907
3488,"Hideous Sun Demon, The ",1959,"Hideous Sun Demon, The 1959",41038,52888
3489,Hook ,1991,Hook 1991,879,102057
3490,Horror Express ,1972,Horror Express 1972,32613,68713
3491,My Chauffeur ,1986,My Chauffeur 1986,39406,91579
3492,"Son of the Sheik, The ",1926,"Son of the Sheik, The 1926",85689,17416
3493,Torso ,1973,Torso 1973,31624,69920
3494,True Grit ,1969,True Grit 1969,17529,65126
3495,Roadside Prophets ,1992,Roadside Prophets 1992,40841,105267
3496,Madame Sousatzka ,1988,Madame Sousatzka 1988,118098,95564
3497,Max Dugan Returns ,1983,Max Dugan Returns 1983,1793,85919
3498,Midnight Express ,1978,Midnight Express 1978,11327,77928
3499,Misery ,1990,Misery 1990,1700,100157
3500,Mr. Saturday Night ,1992,Mr. Saturday Night 1992,54087,104928
3501,Murphy's Romance ,1985,Murphy's Romance 1985,34322,89643
3502,My Life ,1993,My Life 1993,41659,107630
3503,Solaris ,1972,Solaris 1972,593,69293
3504,Network ,1976,Network 1976,10774,74958
3505,No Way Out ,1987,No Way Out 1987,10083,93640
3506,North Dallas Forty ,1979,North Dallas Forty 1979,29786,79640
3507,"Odd Couple, The ",1968,"Odd Couple, The 1968",11356,63374
3508,"Outlaw Josey Wales, The ",1976,"Outlaw Josey Wales, The 1976",10747,75029
3509,Black and White ,1999,Black and White 1999,38809,165643
3510,Frequency ,2000,Frequency 2000,10559,186151
3511,Ready to Rumble ,2000,Ready to Rumble 2000,20697,217756
3512,Return to Me ,2000,Return to Me 2000,2621,122459
3513,Rules of Engagement ,2000,Rules of Engagement 2000,10479,160797
3514,Joe Gould's Secret ,2000,Joe Gould's Secret 2000,125709,172632
3515,Me Myself I ,2000,Me Myself I 2000,49721,183503
3516,"Bell, Book and Candle ",1958,"Bell, Book and Candle 1958",2006,51406
3517,"Bells, The ",1926,"Bells, The 1926",184885,16640
3518,"End of Violence, The ",1997,"End of Violence, The 1997",46625,119062
3519,Force 10 from Navarone ,1978,Force 10 from Navarone 1978,17339,77572
3520,How to Stuff a Wild Bikini ,1965,How to Stuff a Wild Bikini 1965,26879,59287
3521,Mystery Train ,1989,Mystery Train 1989,11305,97940
3522,Sacco and Vanzetti ,1971,Sacco and Vanzetti 1971,48211,67698
3523,Taffin ,1988,Taffin 1988,28975,96211
3524,Arthur ,1981,Arthur 1981,13665,82031
3525,Bachelor Party ,1984,Bachelor Party 1984,12309,86927
3526,Parenthood ,1989,Parenthood 1989,1552,98067
3527,Predator ,1987,Predator 1987,106,93773
3528,"Prince of Tides, The ",1991,"Prince of Tides, The 1991",10333,102713
3529,"Postman Always Rings Twice, The ",1981,"Postman Always Rings Twice, The 1981",11027,82934
3530,Smoking/No Smoking ,1993,Smoking/No Smoking 1993,61560,108167
3531,All the Vermeers in New York ,1990,All the Vermeers in New York 1990,123757,99014
3533,"Actor's Revenge, An ",1963,"Actor's Revenge, An 1963",27197,57710
3534,28 Days ,2000,28 Days 2000,10468,191754
3535,American Psycho ,2000,American Psycho 2000,1359,144084
3536,Keeping the Faith ,2000,Keeping the Faith 2000,4967,171433
3537,Where the Money Is ,2000,Where the Money Is 2000,31776,149367
3538,East is East ,1999,East is East 1999,10557,166175
3539,"Filth and the Fury, The ",2000,"Filth and the Fury, The 2000",27745,236216
3541,Third World Cop ,1999,Third World Cop 1999,46686,179063
3542,Coming Apart ,1969,Coming Apart 1969,71402,64180
3543,Diner ,1982,Diner 1982,13776,83833
3545,Cabaret ,1972,Cabaret 1972,10784,68327
3546,What Ever Happened to Baby Jane? ,1962,What Ever Happened to Baby Jane? 1962,10242,56687
3547,Prick Up Your Ears ,1987,Prick Up Your Ears 1987,27857,93776
3548,Auntie Mame ,1958,Auntie Mame 1958,16347,51383
3549,Guys and Dolls ,1955,Guys and Dolls 1955,4825,48140
3550,"Hunger, The ",1983,"Hunger, The 1983",11654,85701
3551,Marathon Man ,1976,Marathon Man 1976,10518,74860
3552,Caddyshack ,1980,Caddyshack 1980,11977,80487
3553,Gossip ,2000,Gossip 2000,18041,176783
3554,Love and Basketball ,2000,Love and Basketball 2000,14736,199725
3555,U-571 ,2000,U-571 2000,3536,141926
3556,"Virgin Suicides, The ",1999,"Virgin Suicides, The 1999",1443,159097
3557,Jennifer 8 ,1992,Jennifer 8 1992,10424,104549
3559,Limelight ,1952,Limelight 1952,28971,44837
3561,Stacy's Knights ,1982,Stacy's Knights 1982,310431,84723
3562,Committed ,2000,Committed 2000,40562,144142
3563,"Crow: Salvation, The ",2000,"Crow: Salvation, The 2000",9456,132910
3564,"Flintstones in Viva Rock Vegas, The ",2000,"Flintstones in Viva Rock Vegas, The 2000",889,158622
3565,Where the Heart Is ,2000,Where the Heart Is 2000,10564,198021
3566,"Big Kahuna, The ",2000,"Big Kahuna, The 2000",15723,189584
3568,Smiling Fish and Goat on Fire ,1999,Smiling Fish and Goat on Fire 1999,125537,162348
3569,"Idiots, The ",1998,"Idiots, The 1998",452,154421
3570,"Last September, The ",1999,"Last September, The 1999",68170,180793
3571,Time Code ,2000,Time Code 2000,36234,220100
3572,Carnosaur ,1993,Carnosaur 1993,39283,106521
3573,Carnosaur 2 ,1995,Carnosaur 2 1995,65460,112634
3574,Carnosaur 3: Primal Species ,1996,Carnosaur 3: Primal Species 1996,55667,115834
3575,Defying Gravity ,1997,Defying Gravity 1997,31978,156460
3576,"Hidden, The ",1987,"Hidden, The 1987",12476,93185
3578,Gladiator ,2000,Gladiator 2000,98,172495
3579,I Dreamed of Africa ,2000,I Dreamed of Africa 2000,21311,167203
3580,Up at the Villa ,2000,Up at the Villa 2000,47724,153464
3581,Human Traffic ,1999,Human Traffic 1999,11129,188674
3582,"Jails, Hospitals & Hip-Hop ",2000,"Jails, Hospitals & Hip-Hop 2000",94214,210130
3583,Black Tights ,1960,Black Tights 1960,117781,53726
3584,Breathless ,1983,Breathless 1983,1058,85276
3585,"Great Locomotive Chase, The ",1956,"Great Locomotive Chase, The 1956",37112,49279
3586,"Idolmaker, The ",1980,"Idolmaker, The 1980",42159,80913
3587,Inferno ,1980,Inferno 1980,16395,80923
3588,"King of Marvin Gardens, The ",1972,"King of Marvin Gardens, The 1972",50627,68805
3590,"Lords of Flatbush, The ",1974,"Lords of Flatbush, The 1974",38925,71772
3591,Mr. Mom ,1983,Mr. Mom 1983,13105,85970
3592,Time Masters ,1982,Time Masters 1982,22501,84315
3593,Battlefield Earth ,2000,Battlefield Earth 2000,5491,185183
3594,Center Stage ,2000,Center Stage 2000,10560,210616
3596,Screwed ,2000,Screwed 2000,19419,156323
3597,Whipped ,2000,Whipped 2000,23531,174336
3598,Hamlet ,2000,Hamlet 2000,125705,243951
3599,Anchors Aweigh ,1945,Anchors Aweigh 1945,17889,37514
3600,Blue Hawaii ,1961,Blue Hawaii 1961,18228,54692
3601,"Castaway Cowboy, The ",1974,"Castaway Cowboy, The 1974",80351,71288
3602,G. I. Blues ,1960,G. I. Blues 1960,18642,53848
3603,"Gay Deceivers, The ",1969,"Gay Deceivers, The 1969",205054,64363
3604,Gypsy ,1962,Gypsy 1962,39391,56048
3605,King Creole ,1958,King Creole 1958,18644,51818
3606,On the Town ,1949,On the Town 1949,31516,41716
3607,One Little Indian ,1973,One Little Indian 1973,45827,70481
3608,Pee-wee's Big Adventure ,1985,Pee-wee's Big Adventure 1985,5683,89791
3609,Regret to Inform ,1998,Regret to Inform 1998,113279,181786
3610,Roustabout ,1964,Roustabout 1964,2094,58534
3611,Saludos Amigos ,1943,Saludos Amigos 1943,14906,36326
3612,"Slipper and the Rose, The ",1976,"Slipper and the Rose, The 1976",16176,75232
3613,Things Change ,1988,Things Change 1988,52770,96259
3614,Honeymoon in Vegas ,1992,Honeymoon in Vegas 1992,12518,104438
3615,Dinosaur ,2000,Dinosaur 2000,10567,130623
3616,Loser ,2000,Loser 2000,10642,217630
3617,Road Trip ,2000,Road Trip 2000,9285,215129
3618,Small Time Crooks ,2000,Small Time Crooks 2000,10569,196216
3619,"Hollywood Knights, The ",1980,"Hollywood Knights, The 1980",21879,80881
3620,"Myth of Fingerprints, The ",1997,"Myth of Fingerprints, The 1997",98502,119746
3621,Possession ,1981,Possession 1981,21484,82933
3622,"Twelve Chairs, The ",1970,"Twelve Chairs, The 1970",24918,66495
3624,Shanghai Noon ,2000,Shanghai Noon 2000,8584,184894
3625,Better Living Through Circuitry ,1999,Better Living Through Circuitry 1999,47295,207998
3627,Carnival of Souls ,1962,Carnival of Souls 1962,16093,55830
3628,Flying Tigers ,1942,Flying Tigers 1942,29372,34742
3629,"Gold Rush, The ",1925,"Gold Rush, The 1925",962,15864
3631,It's in the Water ,1998,It's in the Water 1998,21060,116661
3632,Monsieur Verdoux ,1947,Monsieur Verdoux 1947,30588,39631
3633,On Her Majesty's Secret Service ,1969,On Her Majesty's Secret Service 1969,668,64757
3634,Seven Days in May ,1964,Seven Days in May 1964,23518,58576
3635,"Spy Who Loved Me, The ",1977,"Spy Who Loved Me, The 1977",691,76752
3636,Those Who Love Me Can Take the Train ,1998,Those Who Love Me Can Take the Train 1998,31353,118834
3637,Vagabond ,1985,Vagabond 1985,44018,89960
3638,Moonraker ,1979,Moonraker 1979,698,79574
3639,"Man with the Golden Gun, The ",1974,"Man with the Golden Gun, The 1974",682,71807
3640,"King in New York, A ",1957,"King in New York, A 1957",28973,50598
3641,"Woman of Paris, A ",1923,"Woman of Paris, A 1923",28974,14624
3642,In Old California ,1942,In Old California 1942,40685,34889
3643,"Fighting Seabees, The ",1944,"Fighting Seabees, The 1944",22994,36824
3644,Dark Command ,1940,Dark Command 1940,40639,32383
3646,Big Momma's House ,2000,Big Momma's House 2000,9600,208003
3648,"Abominable Snowman, The ",1957,"Abominable Snowman, The 1957",38006,50095
3649,American Gigolo ,1980,American Gigolo 1980,2768,80365
3651,"Blood Spattered Bride, The ",1972,"Blood Spattered Bride, The 1972",40365,69029
3653,"Endless Summer, The ",1966,"Endless Summer, The 1966",21,60371
3654,"Guns of Navarone, The ",1961,"Guns of Navarone, The 1961",10911,54953
3655,Blow-Out ,1973,Blow-Out 1973,10102,70130
3656,Lured ,1947,Lured 1947,30308,39589
3657,Pandora and the Flying Dutchman ,1951,Pandora and the Flying Dutchman 1951,38688,43899
3658,Quatermass and the Pit ,1967,Quatermass and the Pit 1967,26912,62168
3660,Puppet Master ,1989,Puppet Master 1989,26953,98143
3662,Puppet Master III: Toulon's Revenge ,1991,Puppet Master III: Toulon's Revenge 1991,26956,102728
3663,Puppet Master 4 ,1993,Puppet Master 4 1993,26957,107899
3664,Puppet Master 5: The Final Chapter ,1994,Puppet Master 5: The Final Chapter 1994,26958,110916
3665,Curse of the Puppet Master ,1998,Curse of the Puppet Master 1998,26959,132451
3667,Rent-A-Cop ,1988,Rent-A-Cop 1988,80287,95977
3668,Romeo and Juliet ,1968,Romeo and Juliet 1968,6003,63518
3669,Stay Tuned ,1992,Stay Tuned 1992,23939,105466
3671,Blazing Saddles ,1974,Blazing Saddles 1974,11072,71230
3672,Benji ,1974,Benji 1974,23069,71206
3673,Benji the Hunted ,1987,Benji the Hunted 1987,21299,92638
3674,For the Love of Benji ,1977,For the Love of Benji 1977,38802,76044
3675,White Christmas ,1954,White Christmas 1954,13368,47673
3676,Eraserhead ,1977,Eraserhead 1977,985,74486
3677,Baraka ,1992,Baraka 1992,14002,103767
3678,"Man with the Golden Arm, The ",1955,"Man with the Golden Arm, The 1955",541,48347
3679,"Decline of Western Civilization, The ",1981,"Decline of Western Civilization, The 1981",21137,82252
3680,"Decline of Western Civilization Part II: The Metal Years, The ",1988,"Decline of Western Civilization Part II: The Metal Years, The 1988",36724,94980
3681,For a Few Dollars More ,1965,For a Few Dollars More 1965,938,59578
3682,Magnum Force ,1973,Magnum Force 1973,10648,70355
3683,Blood Simple ,1984,Blood Simple 1984,11368,86979
3684,"Fabulous Baker Boys, The ",1989,"Fabulous Baker Boys, The 1989",10875,97322
3685,Prizzi's Honor ,1985,Prizzi's Honor 1985,2075,89841
3686,Flatliners ,1990,Flatliners 1990,1551,99582
3687,Light Years ,1988,Light Years 1988,22500,95525
3689,Porky's II: The Next Day ,1983,Porky's II: The Next Day 1983,19698,86129
3690,Porky's Revenge ,1985,Porky's Revenge 1985,23919,89826
3691,Private School ,1983,Private School 1983,18835,86143
3692,Class of Nuke 'Em High ,1986,Class of Nuke 'Em High 1986,26554,90849
3693,"Toxic Avenger, The ",1985,"Toxic Avenger, The 1985",15239,90190
3694,"Toxic Avenger, Part II, The ",1989,"Toxic Avenger, Part II, The 1989",28165,98503
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The ",1989,"Toxic Avenger Part III: The Last Temptation of Toxie, The 1989",28169,98502
3696,Night of the Creeps ,1986,Night of the Creeps 1986,15762,91630
3697,Predator 2 ,1990,Predator 2 1990,169,100403
3698,"Running Man, The ",1987,"Running Man, The 1987",865,93894
3699,Starman ,1984,Starman 1984,9663,88172
3700,"Brother from Another Planet, The ",1984,"Brother from Another Planet, The 1984",26889,87004
3701,Alien Nation ,1988,Alien Nation 1988,10128,94631
3702,Mad Max ,1979,Mad Max 1979,9659,79501
3704,Mad Max Beyond Thunderdome ,1985,Mad Max Beyond Thunderdome 1985,9355,89530
3705,Bird on a Wire ,1990,Bird on a Wire 1990,1727,99141
3706,Angel Heart ,1987,Angel Heart 1987,635,92563
3708,Firestarter ,1984,Firestarter 1984,11495,87262
3709,Sleepwalkers ,1992,Sleepwalkers 1992,11428,105428
3710,Action Jackson ,1988,Action Jackson 1988,10117,94612
3711,Sarafina! ,1992,Sarafina! 1992,35936,105316
3712,Soapdish ,1991,Soapdish 1991,25562,102951
3713,"Long Walk Home, The ",1990,"Long Walk Home, The 1990",51763,100046
3714,Clara's Heart ,1988,Clara's Heart 1988,73079,94882
3715,Burglar ,1987,Burglar 1987,38921,92710
3716,Fatal Beauty ,1987,Fatal Beauty 1987,35463,93011
3717,Gone in 60 Seconds ,2000,Gone in 60 Seconds 2000,9679,187078
3718,American Pimp ,1999,American Pimp 1999,24587,179074
3719,Love's Labour's Lost ,2000,Love's Labour's Lost 2000,51333,182295
3720,Sunshine ,1999,Sunshine 1999,17771,145503
3723,Hamlet ,1990,Hamlet 1990,10264,99726
3724,Coming Home ,1978,Coming Home 1978,31657,77362
3725,American Pop ,1981,American Pop 1981,29204,82009
3726,Assault on Precinct 13 ,1976,Assault on Precinct 13 1976,17814,74156
3727,Near Dark ,1987,Near Dark 1987,11879,93605
3729,Shaft ,1971,Shaft 1971,482,67741
3730,"Conversation, The ",1974,"Conversation, The 1974",592,71360
3731,Cutter's Way ,1981,Cutter's Way 1981,31593,82220
3732,"Fury, The ",1978,"Fury, The 1978",12611,77588
3733,"Paper Chase, The ",1973,"Paper Chase, The 1973",14328,70509
3734,Prince of the City ,1981,Prince of the City 1981,32047,82945
3735,Serpico ,1973,Serpico 1973,9040,70666
3737,Lonely Are the Brave ,1962,Lonely Are the Brave 1962,43002,56195
3738,"Sugarland Express, The ",1974,"Sugarland Express, The 1974",5121,72226
3739,Trouble in Paradise ,1932,Trouble in Paradise 1932,195,23622
3740,Big Trouble in Little China ,1986,Big Trouble in Little China 1986,6978,90728
3741,Badlands ,1973,Badlands 1973,3133,69762
3743,Boys and Girls ,2000,Boys and Girls 2000,10571,204175
3744,Shaft ,2000,Shaft 2000,479,162650
3745,Titan A.E. ,2000,Titan A.E. 2000,7450,120913
3747,Jesus' Son ,1999,Jesus' Son 1999,25636,186253
3748,"Match, The ",1999,"Match, The 1999",41160,165384
3749,Time Regained ,1999,Time Regained 1999,47439,189142
3750,Boricua's Bond ,2000,Boricua's Bond 2000,207731,217287
3751,Chicken Run ,2000,Chicken Run 2000,7443,120630
3753,"Patriot, The ",2000,"Patriot, The 2000",2024,187393
3754,"Adventures of Rocky and Bullwinkle, The ",2000,"Adventures of Rocky and Bullwinkle, The 2000",17711,131704
3755,"Perfect Storm, The ",2000,"Perfect Storm, The 2000",2133,177971
3756,"Golden Bowl, The ",2000,"Golden Bowl, The 2000",29946,200669
3757,Asylum ,1972,Asylum 1972,25993,68230
3758,Communion ,1989,Communion 1989,28774,97100
3759,Fun and Fancy Free ,1947,Fun and Fancy Free 1947,46929,39404
3760,"Kentucky Fried Movie, The ",1977,"Kentucky Fried Movie, The 1977",11598,76257
3762,Daughter of Dr. Jeckyll ,1957,Daughter of Dr. Jeckyll 1957,117026,50292
3763,F/X ,1986,F/X 1986,9873,89118
3765,"Hot Spot, The ",1990,"Hot Spot, The 1990",14864,99797
3766,Missing in Action ,1984,Missing in Action 1984,15379,87727
3767,Missing in Action 2: The Beginning ,1985,Missing in Action 2: The Beginning 1985,12764,89604
3768,Braddock: Missing in Action III ,1988,Braddock: Missing in Action III 1988,27352,94792
3769,Thunderbolt and Lightfoot ,1974,Thunderbolt and Lightfoot 1974,8348,72288
3770,Dreamscape ,1984,Dreamscape 1984,24099,87175
3773,House Party ,1990,House Party 1990,16094,99800
3774,House Party 2 ,1991,House Party 2 1991,16096,102065
3775,Make Mine Music ,1946,Make Mine Music 1946,20343,38718
3776,Melody Time ,1948,Melody Time 1948,13757,40580
3777,Nekromantik ,1987,Nekromantik 1987,11822,93608
3778,On Our Merry Way ,1948,On Our Merry Way 1948,90980,40664
3779,Project Moon Base ,1953,Project Moon Base 1953,26270,46213
3780,Rocketship X-M ,1950,Rocketship X-M 1950,37744,42897
3781,Shaft in Africa ,1973,Shaft in Africa 1973,494,70679
3782,Shaft's Big Score! ,1972,Shaft's Big Score! 1972,493,69257
3783,Croupier ,1998,Croupier 1998,12706,159382
3784,"Kid, The ",2000,"Kid, The 2000",4244,219854
3785,Scary Movie ,2000,Scary Movie 2000,4247,175142
3786,But I'm a Cheerleader ,1999,But I'm a Cheerleader 1999,20770,179116
3787,Shower ,1999,Shower 1999,1050,215369
3790,Groove ,2000,Groove 2000,23655,212974
3791,Footloose ,1984,Footloose 1984,1788,87277
3792,Duel in the Sun ,1946,Duel in the Sun 1946,32275,38499
3793,X-Men ,2000,X-Men 2000,36657,120903
3794,Chuck & Buck ,2000,Chuck & Buck 2000,44490,200530
3795,"Five Senses, The ",1999,"Five Senses, The 1999",47585,168794
3796,"Wisdom of Crocodiles, The ",2000,"Wisdom of Crocodiles, The 2000",1448,120894
3797,"In Crowd, The ",2000,"In Crowd, The 2000",36047,163676
3798,What Lies Beneath ,2000,What Lies Beneath 2000,2655,161081
3800,Criminal Lovers ,1999,Criminal Lovers 1999,33828,205735
3801,Anatomy of a Murder ,1959,Anatomy of a Murder 1959,93,52561
3802,Freejack ,1992,Freejack 1992,9278,104299
3803,Greaser's Palace ,1972,Greaser's Palace 1972,90715,68659
3804,H.O.T.S. ,1979,H.O.T.S. 1979,59181,79257
3805,Knightriders ,1981,Knightriders 1981,22167,82622
3807,Sinbad and the Eye of the Tiger ,1977,Sinbad and the Eye of the Tiger 1977,11940,76716
3809,What About Bob? ,1991,What About Bob? 1991,10276,103241
3810,White Sands ,1992,White Sands 1992,19380,105813
3811,Breaker Morant ,1980,Breaker Morant 1980,13783,80310
